Height (in), Weight (lbs), Sex
61.05, 127.66, Female
63.62, 139.18, Female
64.86, 163.2, Female
58.8, 121.78, Female
61.13, 110.78, Female
73.69, 156.06, Male
70.6, 195.3, Male
66.71, 193.88, Female
70.3, 184.49, Male
77, 174.57, Male
61.28, 107.65, Female
70.02, 183.27, Male
63.33, 120.09, Female
65.51, 122.12, Female
70.99, 185.86, Male
70.22, 166.2, Male
67.34, 153.44, Male
69.45, 213.82, Male
64.8, 102.74, Female
68.44, 162.11, Male
73.7, 185.9, Male
69.32, 167.1, Male
62.3, 126.51, Female
63.24, 118.46, Female
68.95, 192.95, Male
66.14, 156.04, Male
60.08, 136.14, Female
70.9, 162.41, Male
62.33, 208.76, Female
69.2, 164.32, Male
61.5, 113.62, Female
71.48, 155.9, Male
69.66, 160.06, Male
66.97, 164.12, Male
71.16, 215.72, Male
69.17, 184.18, Male
67.84, 167.27, Male
73.27, 192.35, Male
60.69, 99.46, Female
68.56, 144.95, Female
62.83, 123.03, Female
68.49, 147.36, Male
68.13, 145.42, Male
66.37, 143, Male
72.74, 192.79, Male
68.19, 212.77, Male
65.61, 146.98, Male
63.99, 167.69, Female
63.91, 102.67, Female
66.67, 153.11, Female
68.15, 156.97, Male
67.22, 207.28, Male
67.15, 160.51, Male
66.28, 163.04, Male
72.03, 193.83, Male
68.8, 179.29, Male
67.57, 164.19, Male
73.84, 171.65, Male
68.52, 162.39, Male
71.3, 154.92, Male
73.9, 169.53, Male
59.82, 150.45, Female
65.44, 142.89, Male
65.16, 153.1, Female
61.32, 102.45, Female
67.75, 189.46, Male
68.79, 154.71, Male
63.85, 118.48, Female
68.2, 219.42, Male
71.89, 172.05, Male
69.24, 185.66, Male
68.62, 122.11, Male
65.1, 158.21, Female
70.39, 176.64, Male
67.32, 131.16, Female
64.52, 200.56, Female
59.39, 113.15, Female
69.24, 208.35, Male
69.21, 202.84, Male
62.88, 164.63, Female
63.75, 121.8, Female
67.51, 189.73, Male
68.3, 219.45, Male
61.61, 132.59, Female
67.33, 156.22, Male
66.39, 126.94, Male
66.71, 178.64, Male
63.26, 101.13, Female
66.32, 147.23, Male
65.5, 135.8, Male
66.51, 150.27, Female
68.53, 134.32, Female
73.26, 208.94, Male
62.05, 158.24, Female
59.28, 90.87, Female
65.02, 128.22, Female
68.28, 140.28, Male
71.83, 164.02, Male
65.33, 140.25, Male
64, 176.41, Male
68.48, 186.14, Male
68.32, 218.74, Male
69.43, 174.1, Male
67.03, 169.73, Male
70.38, 169.14, Male
68.59, 182.65, Male
64.88, 134.55, Female
67.04, 132.24, Female
65.09, 145.42, Male
64.77, 131.29, Female
64.74, 119.17, Female
69.46, 174.11, Male
66.94, 130.68, Female
62.02, 171.35, Female
64.06, 91.05, Female
68.64, 155.43, Male
63.99, 193.5, Female
61.08, 114.98, Female
69.95, 168.92, Male
61.1, 192.41, Female
64.39, 165.71, Female
64.4, 163.38, Female
66.89, 127.83, Male
71.29, 132.6, Male
61.97, 142.26, Female
67.96, 136.51, Male
63.63, 184.37, Female
62.24, 130.34, Female
72.69, 155.92, Male
68.25, 132.38, Female
63.92, 123.6, Female
61.4, 145.14, Female
68.3, 219.68, Male
65.05, 161.25, Male
69.15, 182.05, Male
61.86, 159.56, Female
68.84, 184.6, Male
72.08, 208.2, Male
65.3, 134.31, Female
67.07, 174.55, Male
69.97, 153.11, Male
69.09, 184.84, Male
68.8, 141.56, Female
61.16, 105.94, Female
64.1, 127.25, Female
67.17, 213.39, Male
72.81, 167.36, Male
63.15, 126.1, Male
62.29, 111.44, Female
62.52, 126.24, Female
69.24, 193.09, Male
69.52, 161.81, Male
66.96, 149.44, Female
59.16, 117.3, Female
73.6, 190.52, Male
68.48, 149.4, Male
67.79, 147.26, Male
71.37, 213.53, Male
63.22, 122.04, Male
65.73, 112.26, Female
62.46, 124.71, Female
62.54, 145.82, Female
66.21, 116.3, Male
69.35, 120.4, Male
63.12, 110.63, Female
68.94, 163.82, Male
70.63, 154.35, Male
63.76, 181.43, Female
67.27, 176.7, Female
64.28, 141.45, Male
65.77, 157.16, Female
64.51, 130.15, Female
68.18, 166.01, Male
65.67, 157.89, Male
71.97, 147.07, Male
64.92, 100.93, Female
61.71, 129.76, Female
63.76, 124.78, Female
65.35, 131.39, Male
64.21, 141.73, Female
68.36, 180.28, Male
61.95, 159.43, Female
67.11, 198.72, Male
63.72, 146.72, Female
68.85, 138.8, Female
65.06, 120.91, Female
63.52, 125.65, Female
68.05, 130.43, Male
68.78, 198.73, Male
65.04, 136.72, Female
65.42, 123.61, Female
71.07, 196.84, Male
67.8, 140.2, Male
61.85, 124.21, Female
66.86, 124.81, Female
59.25, 101.49, Male
61.32, 158.78, Female
67.64, 178.05, Male
71.99, 193.41, Male
66.93, 145.09, Male
71.28, 181.07, Male
67.47, 140.68, Male
63.23, 149.03, Female
70.31, 174.84, Male
60.92, 138.68, Female
63.2, 122.78, Female
63.85, 187.53, Female
66.6, 150.7, Female
69.01, 183.6, Male
69.49, 193.95, Male
60.14, 128.94, Female
71.21, 174.56, Male
69.5, 167.63, Male
67.87, 148.51, Male
62.34, 156.71, Female
71.43, 156.37, Male
60.3, 107.43, Female
64.25, 152.8, Female
65.97, 171.92, Male
66.71, 124.57, Female
65.52, 171.93, Female
63.41, 162.45, Female
68.55, 144.84, Female
68.8, 208.44, Female
62.53, 100.56, Female
63.03, 171.9, Female
71.9, 171.75, Male
64.44, 127.7, Female
60.76, 145.9, Female
66.55, 167.63, Male
69.58, 122.47, Female
64.19, 195.95, Female
68.55, 143.8, Female
67.54, 161.26, Male
72, 191.22, Male
66.08, 170.05, Female
69.59, 169.21, Female
69.36, 150.05, Female
67.86, 149.63, Female
69.36, 172.84, Male
61.51, 128.61, Female
63.44, 103.65, Male
70.59, 176.33, Male
64.7, 183.2, Male
66.78, 127.24, Female
68.46, 137.37, Female
74.62, 187.98, Male
70.21, 155.37, Male
61.9, 121.38, Female
63.75, 172.47, Female
66.92, 114.46, Female
70.82, 183.05, Male
68.96, 172.38, Male
63.71, 113.87, Female
65.45, 152.48, Female
66.09, 141.02, Female
70.24, 148.74, Male
62.85, 141.8, Female
63.69, 157.46, Female
68.75, 154.94, Female
62.42, 128.66, Female
69.18, 200.46, Male
69.55, 171.23, Male
66.37, 168.37, Male
63.17, 171.26, Female
66.06, 148.24, Female
62.75, 159.46, Male
60.43, 126.22, Female
71.3, 171.61, Male
65.87, 136.58, Female
71.67, 179.82, Male
73.03, 178.66, Male
62.85, 103.16, Female
65.91, 166.96, Female
67.98, 138.78, Male
67.17, 148.33, Female
74.7, 194.62, Male
64.27, 135.97, Female
69.38, 151.95, Male
62.04, 107.58, Female
60.14, 139.21, Female
67.99, 171.88, Female
70.54, 180.1, Male
73.17, 207.79, Male
68.14, 221.88, Male
60.78, 184.54, Female
61.85, 165.88, Female
65.29, 151.18, Female
65.82, 185.95, Female
71.52, 197.64, Male
63.07, 143.59, Male
64.82, 191.97, Female
62.15, 119.22, Female
66.05, 146.25, Male
66.38, 141.74, Male
62.16, 135.82, Female
67.5, 162.23, Male
69.19, 179.18, Male
69.76, 134.51, Male
60.65, 109.65, Female
66.55, 152.83, Male
65.51, 152.04, Female
77.57, 174.07, Male
68.66, 166.98, Male
69.12, 219.03, Male
74.79, 200.37, Male
69.04, 165.82, Male
66.95, 142.86, Male
66.92, 132.97, Female
71.76, 114.48, Male
65, 149.23, Male
67.52, 160.03, Female
62.16, 121.08, Female
69, 181.53, Male
69.98, 165.58, Male
65.53, 206.35, Male
73.21, 179.27, Male
64.09, 145.34, Female
69.84, 152.96, Male
66.92, 177.27, Male
69.45, 150.37, Male
63.83, 105.85, Female
67.33, 158.9, Male
67.11, 175.72, Male
66.99, 188.61, Male
65.61, 180.11, Female
70.03, 166.98, Male
72.15, 218.8, Male
63.37, 151.19, Female
66.59, 169.75, Male
61.97, 155.46, Female
64.98, 138.87, Female
63.19, 137.92, Female
64.22, 169.44, Female
69.31, 164.39, Male
69.67, 151.34, Male
63.04, 122.94, Female
68.3, 209.5, Male
72, 209.29, Male
69.03, 132.69, Male
63.44, 146.69, Female
62.68, 146.51, Male
61.55, 128.27, Male
62.79, 147.16, Female
62.66, 120.67, Female
64.01, 142.16, Female
60.41, 124.97, Female
66.13, 170.59, Male
65.53, 187.28, Female
72.5, 158.91, Male
60.09, 118.35, Female
63.59, 146.03, Female
72.9, 167.37, Male
65.43, 119.39, Female
68.05, 152.55, Male
69.45, 167.4, Male
64.61, 160.4, Female
64.41, 140.35, Female
74.26, 158.17, Male
68.31, 177.38, Male
71.59, 225.05, Male
63.64, 164.33, Female
70.04, 148.88, Male
61.96, 147.21, Female
62.98, 111.25, Female
68.84, 130.2, Male
71.29, 154.08, Male
70.56, 210.93, Male
66.83, 189.64, Female
72.48, 178.38, Male
66.47, 203.12, Female
71.04, 202.55, Male
68.65, 143.05, Male
71.71, 132.67, Male
66.22, 168.75, Male
67.46, 136.71, Male
63.76, 123.61, Male
64.47, 166.41, Female
69.08, 154.52, Male
60.63, 91.26, Female
68.78, 162.15, Male
65.41, 124.52, Male
64.78, 150.96, Male
67.42, 169.79, Female
70.3, 172.49, Male
69.05, 156.66, Male
63.05, 202.5, Female
63.94, 132.24, Female
67.52, 194.44, Male
72.15, 175.62, Male
71.54, 217.77, Male
63.88, 148.73, Male
71.9, 168.56, Male
66.45, 115.97, Female
62.57, 102.92, Female
66.31, 130.7, Female
65.57, 169.85, Male
67.6, 220.76, Male
70.1, 148.68, Male
67.99, 149.15, Female
64.51, 185.19, Female
57.57, 137.83, Female
69, 209.69, Male
70.78, 217.78, Male
67.02, 138.99, Male
70.87, 180.31, Male
70.82, 211.37, Male
70.65, 149.46, Male
65.84, 181.5, Male
67.81, 141.82, Male
68.05, 165.13, Male
69.37, 170.26, Male
65.1, 104.18, Female
68.65, 155, Male
65.55, 127.02, Female
71.69, 167.58, Male
61.67, 106.98, Female
66.29, 145.73, Female
67.68, 203.51, Male
59.81, 121.26, Male
60.22, 128.14, Female
63.03, 183.16, Female
68.69, 133.04, Male
72.15, 223.05, Male
69.92, 164.61, Male
69.9, 182.82, Male
62.39, 117.17, Female
68.72, 195.51, Male
70.78, 216.73, Male
70.63, 150.81, Female
59.47, 138.14, Female
66.06, 162.8, Male
71.18, 163.99, Male
63.85, 140.47, Female
71.09, 151.4, Male
65.61, 192.94, Female
68.78, 162.12, Female
60.09, 142.84, Male
65.63, 110.72, Female
63.12, 114.78, Female
66.97, 196.68, Female
61.95, 119.23, Female
63.12, 123.91, Female
67.08, 208.62, Male
62.08, 110.86, Female
61.08, 114.61, Female
67.59, 182.09, Male
70, 156.75, Male
72.89, 203.68, Male
64.74, 161.18, Male
65.41, 160.53, Male
71.36, 174.52, Male
68.8, 158.16, Male
69.46, 174.35, Male
59.52, 95.25, Female
66.26, 135.52, Male
62.21, 95.64, Female
65.24, 144.11, Female
58.8, 93.24, Female
71.37, 201.72, Male
63.68, 123.83, Female
60.34, 129.34, Female
66.24, 162.41, Female
65.79, 160.36, Female
65.77, 146.54, Female
62.03, 129.16, Female
62.99, 143.57, Female
66.92, 137.64, Male
73.63, 193.73, Male
65.81, 112.82, Female
61.27, 171.27, Female
62.25, 152.57, Female
70.24, 162.71, Male
65.93, 153.75, Male
63.57, 206.78, Female
66.63, 177.36, Male
62.32, 121.2, Female
73.66, 165.9, Male
61.61, 161.48, Female
63.27, 164.16, Female
63.35, 206.11, Female
61.95, 146.09, Female
63.24, 133.52, Female
72.95, 211.55, Male
73.18, 205.4, Male
61.37, 120.87, Female
66.22, 156.75, Male
72.58, 175.23, Male
61.93, 113.53, Female
62.34, 108.09, Female
71.78, 195.94, Male
61.89, 214.08, Female
61.39, 162.96, Female
62.58, 147.96, Female
66.72, 145.1, Female
70.51, 195.32, Male
67.54, 185.2, Male
72.08, 156.61, Male
67.98, 181.8, Male
68.58, 111.48, Male
70.71, 171.51, Male
66.5, 166.92, Male
65.7, 134.95, Female
69.52, 203.79, Male
53.85, 125.97, Female
66.47, 146.16, Male
72.62, 212.25, Male
62.16, 164.53, Female
62.18, 187.73, Male
59.22, 147.18, Female
67.4, 168.77, Female
66.12, 197.63, Male
62.72, 172.32, Female
77.74, 177.27, Female
60.63, 190.1, Female
72.68, 216.42, Male
65.62, 137.89, Female
60.36, 141.18, Female
66.02, 110.23, Female
65.84, 132.06, Female
70.77, 176.56, Male
70.33, 197.19, Male
66.97, 142.24, Male
54.49, 142.75, Female
72.59, 153.63, Male
68.36, 118.53, Male
65.95, 143.68, Male
63.24, 103.93, Female
68.44, 166.28, Male
70.31, 153.22, Female
74.8, 209.2, Male
70.4, 207.14, Male
65.5, 138.39, Male
63.82, 186.63, Female
70.73, 197.45, Male
67.04, 168.45, Male
66.67, 131.18, Male
60.94, 133.95, Female
61.64, 111.97, Female
67.54, 140.28, Male
62.83, 120.17, Female
64.06, 114.72, Female
66.49, 181.25, Male
66.23, 126.95, Male
59.16, 111.74, Female
70.3, 228.53, Male
71.8, 199.87, Male
66.34, 163.33, Female
67.75, 148.44, Male
66.57, 203.36, Female
69.92, 191.89, Male
68.63, 185.44, Male
70.82, 173.82, Male
65.67, 161.9, Female
63.37, 144, Female
68.28, 184.22, Male
59.25, 98.56, Female
67.93, 170.03, Male
66.78, 137.61, Female
71.63, 151.33, Male
63.11, 124.06, Female
67.19, 199.28, Male
68.68, 158.16, Male
73.7, 182.68, Male
71.87, 167.32, Male
68.88, 170.38, Male
65.48, 144.23, Male
65.57, 123.08, Female
73.79, 185.37, Male
64.87, 126.45, Female
72.22, 177.88, Male
69.47, 162.03, Male
70.11, 198.08, Male
71.16, 178.99, Male
72.89, 156.57, Male
72.56, 204.78, Male
65.3, 170.83, Female
68.96, 157.79, Female
65.42, 129.49, Female
70.68, 174.76, Male
72.77, 183.42, Male
67.28, 179.5, Female
67.21, 183.63, Female
73.52, 222.09, Male
63.54, 102.12, Female
61.02, 105.3, Female
63.41, 149.24, Female
60.24, 196.51, Female
71.72, 179.25, Male
64.93, 194.37, Female
63.57, 111.19, Female
63.87, 116.41, Female
60.96, 81.87, Female
61.16, 146.15, Female
70.9, 198.08, Male
69.74, 156.54, Male
60.91, 163.9, Female
69.88, 205.94, Male
66.69, 166.78, Female
66.45, 149.41, Male
69.34, 181.51, Male
66.08, 134, Male
61.07, 127.52, Female
69.3, 167.47, Male
62.7, 167.3, Male
68.06, 126.9, Female
67.75, 150.02, Male
67.95, 133.73, Female
69.13, 136.97, Male
62.02, 139.35, Female
72.26, 156.51, Male
71.81, 156.15, Male
63, 155.98, Female
66.93, 110.83, Male
72.45, 214.51, Male
63.61, 113.99, Female
69.99, 176.82, Male
59.39, 134.12, Female
66.45, 136.47, Male
62.23, 118.63, Female
67.27, 153.49, Female
68.12, 124.36, Male
61.23, 142.3, Female
70.16, 172.81, Male
65.99, 179.27, Female
67.98, 176.66, Male
63.02, 116.68, Female
63.48, 142.65, Male
62.06, 146.7, Female
65.31, 110.87, Female
61.43, 137.05, Female
63, 151.5, Female
67.74, 217.86, Male
64.12, 111.27, Female
62.18, 101.81, Female
66.03, 160.69, Female
69.37, 180.66, Male
68.52, 150.39, Male
65.86, 134.09, Female
73.13, 211.21, Male
60.21, 116.57, Female
65.31, 187.76, Female
60.06, 129.64, Female
62.79, 126.84, Male
65.29, 131.83, Male
64.09, 136.07, Female
60.56, 120.21, Female
65.85, 123.69, Female
63.83, 144.36, Female
63.73, 178.68, Female
71.93, 149.1, Male
64.78, 145.17, Female
60.59, 100.71, Female
66.73, 141.51, Female
60.79, 98.77, Female
66.27, 159.91, Female
62.28, 160.42, Female
66.21, 166.1, Male
71.42, 150.14, Male
71.03, 164.14, Male
68.04, 153.51, Male
70.14, 188.63, Male
69.21, 186.42, Male
68.14, 225.4, Male
67.66, 142.83, Female
64.29, 100.07, Female
72.98, 226.12, Male
64.06, 112.04, Female
63.01, 85.29, Female
62.48, 101.99, Female
71.53, 174.33, Male
66.51, 183.45, Male
71.78, 182.45, Male
68.49, 149.47, Male
66.33, 114.52, Female
57.55, 120.45, Female
72.17, 175.35, Male
68.42, 168.15, Male
65, 134.12, Female
71.17, 172.22, Male
72.16, 204.39, Male
62.11, 196.71, Female
57.46, 113.36, Female
75.55, 179.6, Male
68.12, 188.31, Male
69.6, 170.32, Male
68.59, 141.52, Male
69.85, 160.74, Male
64.49, 134.07, Female
66.27, 140.19, Female
66.4, 121.97, Female
64.25, 151, Female
63.98, 99.17, Female
74.6, 174.45, Male
67.17, 140.1, Male
71.38, 192.84, Male
66.65, 168.39, Female
69.42, 229.66, Male
69.1, 180.13, Male
69.68, 169.13, Male
66.42, 150.88, Female
69.27, 165.76, Male
70.5, 153.83, Male
66.33, 146.07, Male
70.8, 120.19, Male
61.11, 120.55, Female
67.06, 172.88, Male
73.06, 177.68, Male
61.64, 142.17, Female
64.13, 141.05, Female
69.53, 136.63, Male
69.97, 176.92, Male
61.77, 170.59, Female
67.85, 128.52, Female
70.15, 173.87, Male
62.57, 121.22, Female
65.31, 122.24, Male
68.91, 205.93, Female
61.63, 102.43, Female
71.56, 176.5, Male
64.39, 188.54, Female
66.86, 139.27, Female
66.84, 130.6, Female
74.17, 210.64, Male
68.4, 164.44, Male
66.95, 192.62, Female
61.82, 153.11, Female
66.68, 171.46, Female
62.13, 146.19, Female
65.91, 161.39, Female
61.63, 115.55, Female
65.87, 134.04, Male
63.96, 177.87, Male
61.33, 119.31, Female
62.94, 142.83, Female
65.55, 125.5, Female
74.15, 225.92, Male
74.49, 197.31, Male
62.7, 106.37, Female
70.98, 145.17, Male
70.8, 159.97, Male
70.48, 146.09, Male
64.86, 134.67, Male
63.47, 173.2, Male
68.08, 130.12, Male
66.64, 112.05, Female
65.03, 200.73, Male
71.7, 156.7, Male
64.18, 106.45, Female
67.19, 127.69, Female
71.87, 179.64, Male
60.26, 92.86, Female
70.43, 164.61, Male
67.58, 175.78, Male
68.69, 191.48, Male
62.48, 199.34, Female
62.49, 114.12, Female
64.83, 128.1, Female
70.99, 162.29, Male
71.71, 215.65, Male
58.92, 115.69, Female
57.56, 107.82, Male
70.43, 198.66, Male
71.64, 168.55, Male
68.14, 167.98, Male
69.98, 171.5, Male
70.3, 182.9, Male
72.72, 164.32, Male
66.51, 162.96, Male
68.44, 143.34, Male
69.01, 176.59, Male
71.16, 165.65, Male
62.42, 149.63, Female
70.01, 123.59, Male
69.99, 216.8, Male
65.86, 144.52, Female
71.23, 203.81, Male
61.48, 166.53, Female
71.13, 152.76, Male
74.07, 172.91, Male
67.03, 175.09, Female
67.96, 140.2, Female
58.89, 110.23, Female
63.77, 115.97, Female
63.63, 205.76, Female
62.01, 110.32, Female
61.27, 135.07, Female
67.91, 185.79, Male
69.16, 185.79, Male
71.13, 164.61, Male
67.82, 169.49, Male
72.92, 192.96, Male
60.97, 131.47, Female
65.74, 108.56, Female
71.95, 152.75, Male
67.68, 128.35, Female
66.12, 118.89, Female
66.7, 142.66, Male
72.13, 183, Male
64.73, 134.55, Female
67.68, 124.45, Female
70.76, 173.7, Male
61.13, 90.83, Female
63.97, 117.01, Female
67.54, 168.22, Male
66.92, 152.55, Male
63.6, 106.53, Female
62.16, 124.09, Female
69.45, 188.84, Male
64.42, 152.84, Male
66.64, 160.29, Female
67.31, 152.8, Male
62.5, 126.96, Female
73.77, 189.28, Male
69.81, 136.12, Male
63.48, 144, Female
73.11, 182.69, Male
62.05, 172.44, Female
72.28, 173.38, Male
63.12, 127.7, Female
68.83, 158.5, Male
66.65, 166.29, Male
67.42, 193.73, Male
69.18, 148.45, Male
67.2, 175.83, Male
61.86, 137.79, Female
63.39, 132.4, Female
67.18, 143.9, Female
64.67, 136.15, Female
58.33, 123.5, Female
71.87, 152.13, Male
66.12, 229.8, Male
60.71, 108.08, Female
62.34, 148.74, Female
68.12, 143.13, Male
69.33, 151.21, Male
64.09, 156.5, Male
68.36, 181.27, Male
68.27, 222.04, Male
67.14, 188.79, Male
69.08, 162.96, Female
71.67, 160.25, Male
65.25, 157.13, Female
69.13, 190.72, Male
66.77, 158.76, Female
71.41, 143.55, Male
70.86, 214.27, Male
76.11, 182.22, Male
62.55, 129.79, Male
59.02, 127.7, Female
67.85, 164.85, Female
59.94, 71.23, Female
72.71, 177.09, Male
63.13, 147.66, Female
68, 162.37, Male
62.74, 123.72, Female
65.81, 184.39, Female
65.26, 154.71, Female
66.48, 130.7, Female
63.73, 172.35, Female
73.29, 205.94, Male
66.94, 169.61, Male
72.94, 205.23, Male
68.56, 226.93, Male
58.09, 95.63, Female
68.23, 188.77, Male
62.37, 128.1, Female
69.22, 197.89, Male
65.22, 185.18, Male
62.45, 151.02, Female
64.23, 180.72, Female
66.51, 130.38, Female
67.08, 116.87, Female
64.53, 128.21, Female
66.44, 131.18, Male
68.4, 162.66, Male
73.72, 186.42, Male
67.78, 187.44, Male
71.34, 152.08, Male
66.85, 147.92, Male
61.96, 121.65, Female
70.4, 211.13, Male
69.7, 204.28, Male
60.08, 146.4, Female
71.64, 158.84, Male
69.03, 157.03, Male
61.96, 107.83, Female
64.41, 184.83, Male
70.37, 139.15, Male
69.46, 142.22, Male
60.05, 137.51, Female
62.15, 131.04, Female
66.04, 113, Female
70.72, 151.57, Male
73.79, 177.04, Male
65.51, 164.23, Female
69.03, 131.45, Male
63.36, 194.8, Female
62.04, 135.85, Female
71.71, 211.19, Male
67.6, 111.62, Female
62.59, 153.71, Male
66.83, 197.79, Male
64.23, 112.66, Female
69.54, 182.98, Male
71.54, 164.41, Male
66.35, 187.6, Male
67.18, 173.38, Male
69.53, 145.41, Male
70.75, 161.92, Male
64.02, 117.47, Female
64.8, 149.75, Female
67.13, 158.08, Male
70.55, 214.81, Male
73.35, 145.91, Female
68.33, 133.32, Male
67.56, 149.92, Female
64.24, 194.5, Female
73.28, 155.88, Male
57.11, 105.95, Female
61.99, 113.26, Female
64.96, 132.31, Female
73.03, 134.42, Male
59.5, 144.38, Female
71.8, 157.44, Male
63.03, 101.47, Female
77.28, 159.69, Female
71.88, 175.57, Male
68.56, 156.4, Female
58.35, 102.18, Female
66.16, 146.1, Male
70.97, 220.66, Male
63.56, 200.65, Female
65.93, 133.72, Female
64.87, 131.45, Female
61.69, 131.82, Female
63.3, 106.77, Female
70.38, 177.74, Male
72.23, 178.64, Male
58.56, 159.4, Male
70.41, 225.81, Male
60.66, 214.34, Female
59.88, 135.57, Female
66.8, 134.37, Male
67.9, 201, Male
65, 138.24, Female
68.89, 180.7, Male
57.67, 154.53, Male
63.5, 169.52, Female
66.29, 125.82, Female
69.25, 200.03, Male
64.24, 131.09, Male
66.39, 151, Male
61.94, 144.14, Female
61.7, 153.67, Female
67.2, 175.22, Male
60.35, 137.88, Female
59.77, 95.03, Female
60.9, 160.8, Female
69.26, 161.76, Male
64.81, 131.36, Female
67.22, 144.32, Male
65.63, 167.34, Male
64.07, 158.55, Female
64.92, 215.72, Female
67.33, 155.31, Male
66.46, 148.62, Female
62.96, 103.2, Female
71.23, 172.44, Male
68.88, 149.49, Male
68.09, 209.79, Male
65.8, 154.78, Female
63.98, 115.18, Female
62.37, 131.96, Male
67.43, 156.04, Male
64.73, 113.55, Female
65.92, 158.61, Female
61.17, 140.76, Female
65.03, 110.76, Female
63.65, 134.91, Male
71.23, 160.93, Male
61.99, 190.44, Female
63.3, 94.93, Female
61.47, 155.7, Female
69.34, 175.74, Male
69.71, 194.98, Male
70.29, 139.35, Male
68.47, 123.07, Male
68.73, 140.14, Male
69.82, 204.86, Male
72.43, 164.39, Male
63.65, 127.15, Female
59.83, 123.06, Female
70.86, 172.68, Male
73.76, 167.83, Male
62.18, 113.95, Female
68.24, 176.66, Male
71.65, 203.58, Male
66.57, 193.27, Female
65.98, 158.1, Male
61.7, 142.65, Female
62.21, 129.28, Female
63.35, 115.03, Female
